level1,level2,level3,level4,level5,level6,ru,abstract,counts,also,correlated,anti-correlated,description
,,Christmas music,,,,Рождественская музыка,False,"203,69,38,21,17,7,4,1,0,0,0,0,0,0,0,0,0,0,0",,"{""Christian music"": ""0.85"", ""Jingle (music)"": ""0.64"", ""Gospel music"": ""0.61"", ""Happy music"": ""0.52"", ""Song"": ""0.34"", ""Singing"": ""0.34"", ""Soul music"": ""0.34"", ""Tender music"": ""0.31""}",{},A variety of genres of music normally performed or heard around the Christmas season.
,,Dance music,,,,Танцевальная музыка,False,"204,65,30,15,8,3,1,1,0,0,0,0,0,0,0,0,0,0,0",,"{""House music"": ""0.76"", ""Disco"": ""0.74"", ""Exciting music"": ""0.69"", ""Pop music"": ""0.59"", ""Techno"": ""0.55"", ""Electronic dance music"": ""0.53"", ""Electronica"": ""0.50"", ""Electronic music"": ""0.50"", ""Trance music"": ""0.50"", ""Zing"": ""0.43"", ""Afrobeat"": ""0.39"", ""Soundtrack music"": ""0.39"", ""Song"": ""0.33"", ""Rhythm and blues"": ""0.33"", ""Funk"": ""0.32"", ""Music of Africa"": ""0.32""}",{},Music composed specifically to facilitate or accompany dancing. It can be either a whole musical piece or part of a larger musical arrangement.
,,Wedding music,,,,Свадебная музыка,False,"50,6,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0",,"{""Tender music"": ""0.55"", ""Background music"": ""0.40"", ""Sad music"": ""0.38"", ""Musical instrument"": ""0.33"", ""String section"": ""0.33"", ""Singing"": ""0.33"", ""Classical music"": ""0.32"", ""Bowed string instrument"": ""0.30"", ""Happy music"": ""0.30""}",{},"Music played at wedding celebrations, including the ceremony and any festivities before or after the event."
,Music mood,,,,,,True,,,,,"Portmanteau class for music categories that indicate the over emotional affect of music, regardless of genre or instrumentation. These judgments are intrinsically subjective and likely to vary substantially between different musical cultures."
,,Happy music,,,,Веселая музыка,False,"158,34,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,"{""Soul music"": ""0.64"", ""Independent music"": ""0.55"", ""Jingle (music)"": ""0.54"", ""Christmas music"": ""0.52"", ""Exciting music"": ""0.48"", ""Song"": ""0.45"", ""Pop music"": ""0.44"", ""Rhythm and blues"": ""0.43"", ""Tender music"": ""0.43"", ""Christian music"": ""0.41"", ""Soundtrack music"": ""0.40"", ""Funny music"": ""0.40"", ""Gospel music"": ""0.37"", ""Background music"": ""0.36"", ""Blues"": ""0.35"", ""Funk"": ""0.35"", ""Wedding music"": ""0.30""}","{""Speech"": ""-0.34""}",Music that evokes or conveys feelings of happiness.
,,Funny music,,,,Веселая музыка,False,"48,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,"{""Exciting music"": ""0.46"", ""Video game music"": ""0.43"", ""Soundtrack music"": ""0.42"", ""Happy music"": ""0.40"", ""Jingle (music)"": ""0.37"", ""Reggae"": ""0.33"", ""Song"": ""0.31"", ""Swing music"": ""0.31""}",{},Music that evokes or conveys amusement.
,,Sad music,,,,Грустная музыка,False,"362,108,36,21,10,18,5,4,0,1,0,0,0,0,0,0,0,0,0",,"{""Tender music"": ""0.71"", ""New-age music"": ""0.58"", ""Background music"": ""0.57"", ""Wedding music"": ""0.38"", ""Lullaby"": ""0.34"", ""Soundtrack music"": ""0.33""}",{},Music that evokes or conveys feelings of sadness.
,,Tender music,,,,Нежная музыка,False,"341,43,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,"{""Background music"": ""0.73"", ""Sad music"": ""0.71"", ""Wedding music"": ""0.55"", ""New-age music"": ""0.48"", ""Soundtrack music"": ""0.46"", ""Lullaby"": ""0.45"", ""Happy music"": ""0.43"", ""Electric piano"": ""0.42"", ""Piano"": ""0.42"", ""Keyboard (musical)"": ""0.42"", ""Harmonic"": ""0.42"", ""Soul music"": ""0.41"", ""Musical instrument"": ""0.34"", ""Theme music"": ""0.32"", ""Independent music"": ""0.32"", ""Christmas music"": ""0.31""}","{""Speech"": ""-0.36""}",Music that evokes or conveys feelings of tenderness.
,,Exciting music,,,,Захватывающая музыка,False,"85,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,"{""Dance music"": ""0.69"", ""Pop music"": ""0.65"", ""Soundtrack music"": ""0.65"", ""Disco"": ""0.62"", ""House music"": ""0.56"", ""Electronica"": ""0.55"", ""Techno"": ""0.55"", ""Rhythm and blues"": ""0.51"", ""Funk"": ""0.50"", ""Electronic music"": ""0.49"", ""Happy music"": ""0.48"", ""Funny music"": ""0.46"", ""Rock and roll"": ""0.45"", ""Sampler"": ""0.45"", ""Independent music"": ""0.44"", ""Trance music"": ""0.43"", ""Song"": ""0.42"", ""Roll"": ""0.39"", ""Video game music"": ""0.38"", ""Background music"": ""0.38"", ""Electronic dance music"": ""0.37"", ""Progressive rock"": ""0.34"", ""Punk rock"": ""0.34"", ""Grunge"": ""0.33"", ""Soul music"": ""0.33"", ""Music of Asia"": ""0.32"", ""Hip hop music"": ""0.32"", ""Blues"": ""0.31"", ""Afrobeat"": ""0.31"", ""Music of Africa"": ""0.30""}","{""Speech"": ""-0.38""}",Music that evokes or conveys feelings of excitement.
,,Angry music,,,,Злая музыка,False,"64,25,3,9,4,1,1,2,2,0,0,2,0,1,0,0,0,0,0",,"{""Heavy metal"": ""0.66"", ""Punk rock"": ""0.55"", ""Progressive rock"": ""0.46"", ""Rock music"": ""0.41"", ""Grunge"": ""0.30""}",{},Music that evokes or conveys feelings of anger.
,,Scary music,,,,Страшная музыка,False,"395,119,70,24,24,9,10,3,1,1,1,0,0,0,0,0,0,0,0",,"{""Soundtrack music"": ""0.36""}",{},Music that evokes or conveys feelings of fear.
"Channel, environment and background",,,,,,,True,,,,,A class for sound categories that suggest information about attributes other than the foreground or target objects.
,Acoustic environment,,,,,,True,,,,,A class for sounds that convey the spatiality of the recording.
,,"Inside, small room",,,,"Внутри, маленькая комната",False,"8379,2364,771,209,74,28,15,11,5,4,1,0,0,0,0,0,0,0,0",,"{""Writing"": ""0.42"", ""Crumpling, crinkling"": ""0.37"", ""Tearing"": ""0.36"", ""Chewing, mastication"": ""0.36"", ""Squish"": ""0.35"", ""Scissors"": ""0.33""}","{""Music"": ""-0.33""}","Sounds that appear to have been recorded within a small room, such as one that can accommodate no more than 15 people."
,,"Inside, large room or hall",,,,"Внутри, большая комната или зал",False,"458,30,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,"{""Thump, thud"": ""0.46"", ""Inside, public space"": ""0.40"", ""Slam"": ""0.39"", ""Sliding door"": ""0.36"", ""Tap"": ""0.36"", ""Door"": ""0.35"", ""Thunk"": ""0.34""}",{},"Sounds that appear to have been recorded in a large room or hall, often with clearly perceptible reverberation."
,,"Inside, public space",,,,"Внутри, общественное место",False,"235,61,22,10,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0",,"{""Chatter"": ""0.47"", ""Inside, large room or hall"": ""0.40"", ""Hubbub, speech noise, speech babble"": ""0.40"", ""Crowd"": ""0.34"", ""Outside, urban or manmade"": ""0.32""}",{},"Sounds that appear to have been recorded in a public space such as store, restaurant, or travel terminus, often characterized by both reverberation and continuous background noise."
,,"Outside, urban or manmade",,,,"На улице, в городе или искусственном месте",False,"1051,257,48,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,"{""Vehicle"": ""0.65"", ""Motor vehicle (road)"": ""0.61"", ""Car"": ""0.57"", ""Run"": ""0.55"", ""Car passing by"": ""0.54"", ""Traffic noise, roadway noise"": ""0.52"", ""Flap"": ""0.51"", ""Bus"": ""0.48"", ""Hubbub, speech noise, speech babble"": ""0.47"", ""Outside, rural or natural"": ""0.45"", ""Bicycle"": ""0.41"", ""Field recording"": ""0.39"", ""Truck"": ""0.36"", ""Ship"": ""0.35"", ""Gurgling"": ""0.34"", ""Wind"": ""0.33"", ""Inside, public space"": ""0.32"", ""Boat, Water vehicle"": ""0.32"", ""Clip-clop"": ""0.31"", ""Wind noise (microphone)"": ""0.30"", ""Fixed-wing aircraft, airplane"": ""0.30"", ""Motorboat, speedboat"": ""0.30""}",{},Sounds that appear to have been recorded outdoors in a human-constructed environment.
,,"Outside, rural or natural",,,,"На улице, в сельской местности или естественно",False,"1647,661,256,109,26,16,1,0,0,0,0,0,0,0,0,0,0,0,0",,"{""Animal"": ""0.59"", ""Rustling leaves"": ""0.53"", ""Bird"": ""0.49"", ""Outside, urban or manmade"": ""0.45"", ""Walk, footsteps"": ""0.44"", ""Environmental noise"": ""0.42"", ""Snake"": ""0.39"", ""Bird vocalization, bird call, bird song"": ""0.39"", ""Bicycle"": ""0.37"", ""Wild animals"": ""0.36"", ""Pig"": ""0.36"", ""Flap"": ""0.36"", ""Gurgling"": ""0.35"", ""Chirp, tweet"": ""0.35"", ""Wind"": ""0.34"", ""Fire"": ""0.34"", ""Horse"": ""0.32"", ""Crackle"": ""0.32"", ""Wind noise (microphone)"": ""0.32"", ""Insect"": ""0.30"", ""Boat, Water vehicle"": ""0.30""}",{},"Sounds that appear to have been recorded outdoors in a natural, non-manmade environment."
,,Reverberation,,,,Реверберация,False,"32,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0",,"{""Echo"": ""0.84"", ""Effects unit"": ""0.68"", ""Chorus effect"": ""0.64"", ""Distortion"": ""0.55"", ""Harmonic"": ""0.37"", ""Electric guitar"": ""0.36"", ""Electronic tuner"": ""0.35"", ""Bass guitar"": ""0.32"", ""Guitar"": ""0.31""}",{},The sound of an acoustic environment that includes substantial reflection from multiple walls or other hard surfaces. Reverberation is generally perceived as being able to 'hear' the presence and size of the room or space in which the sound is made.  The reflected sounds should remain audible for hundreds of milliseconds or longer.
,,Echo,,,,Эхо,False,"36,5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0",,"{""Reverberation"": ""0.84"", ""Effects unit"": ""0.59"", ""Chorus effect"": ""0.57"", ""Harmonic"": ""0.45"", ""Distortion"": ""0.45"", ""Music"": ""0.32""}",{},"A sound which is a delayed and attenuated repetition of an earlier sound, for example because the sound wave has been reflected back from a distant, planar surface. To be perceived as an echo, the repetion must be delayed by around 100 milliseconds or more."
,Noise,,,,,Шум,False,"13,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,{},{},A sound that has no perceptible structure and that typically interferes with the perception of more interesting or important sounds.
,,"Hubbub, speech noise, speech babble",,,,"Гумор, речевой шум, речевой лепет",False,"110,20,14,1,5,1,3,0,1,1,0,0,0,0,0,0,0,0,0","""Human sounds/Human group actions/Hubbub, speech noise, speech babble""","{""Outside, urban or manmade"": ""0.47"", ""Inside, public space"": ""0.40"", ""Chatter"": ""0.30""}",{},"Loud, disordered, unintelligible speech noise from many sources."
,,Background noise,,,,,True,,,,,Sounds present alongside a sound of interest but typically weaker in energy and generally not of interest.
,,,Environmental noise,,,Шум окружающей среды,False,"384,155,86,64,42,22,11,11,6,4,8,3,3,1,1,0,0,0,0",,"{""Bird vocalization, bird call, bird song"": ""0.83"", ""Chirp, tweet"": ""0.76"", ""Bird"": ""0.65"", ""Outside, rural or natural"": ""0.42""}",{},"The combined sounds of transport, industrial, and recreational activities."
,,,Static,,,Статика,False,"78,9,8,3,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0",,"{""White noise"": ""0.46""}",{},A crackling or hissing noise caused by electrical interference.
,,,Mains hum,,,Гул сети,False,"152,68,29,27,22,18,14,6,10,6,5,4,2,1,1,1,2,0,0",,"{""Hum"": ""0.95"", ""Buzz"": ""0.37""}",{},"A low, continuous tone caused by electromagnetic interference from the alternating current of the mains electricity. The fundamental frequency of this sound is usually 50 Hz or 60 Hz, depending on the local power-line frequency."
,,,Distortion,,,Искажение,False,"48,13,11,7,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0",,"{""Effects unit"": ""0.95"", ""Chorus effect"": ""0.80"", ""Electric guitar"": ""0.66"", ""Reverberation"": ""0.55"", ""Echo"": ""0.45"", ""Guitar"": ""0.37"", ""Bass guitar"": ""0.37"", ""Plucked string instrument"": ""0.33"", ""Tapping (guitar technique)"": ""0.33"", ""Electronic tuner"": ""0.33""}",{},"A sound that has been modified in a nonlinear fashion, usually in electronic equipment, to introduce sound correlated with the original signal. In many cases, notably with amplified electric musical instruments, distortion is introduced as an effect by increasing the gain and clipping the source signal."
,,,Sidetone,,,Собственный тон,False,"21,5,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0",,"{""Silence"": ""0.60""}",{},The audible feedback on a telecommunications channel that allows the speaker to know that the channel is operational.
,,Cacophony,,,,Какофония,False,"26,5,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0",,{},{},"A loud, confusing, disagreeable sound, such as many voices shouting simultaneously."
,,White noise,,,,Белый шум,False,"204,46,14,4,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0",,"{""Rustle"": ""0.66"", ""Pink noise"": ""0.66"", ""Static"": ""0.46""}",{},"A random, unstructured sound in which the value at any moment provides no information about the value at any other moment. White noise has equal energy in all frequency bands."
,,Pink noise,,,,Розовый шум,False,"233,87,31,17,19,11,7,7,6,4,5,3,6,1,0,0,0,0,0",,"{""Rustle"": ""0.71"", ""White noise"": ""0.66""}",{},"Unstructured noise whose energy decreases with frequency such that equal amounts of energy are distributed in logarithmic bands of frequency, typically octaves.  Pink noise sounds more like a rumble where white noise sounds like a hiss."
,,Throbbing,,,,Пульсация,False,"176,54,24,8,3,3,1,3,0,1,0,0,0,0,0,0,0,0,0",,"{""Heart sounds, heartbeat"": ""0.60"", ""Heart murmur"": ""0.51""}",{},"A dull, continunous sound with a strong rhythmic modulation."
,,Vibration,,,,Вибрация,False,"28,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,"{""Idling"": ""0.90"", ""Engine"": ""0.87"", ""Medium engine (mid frequency)"": ""0.72"", ""Engine knocking"": ""0.71"", ""Heavy engine (low frequency)"": ""0.66"", ""Truck"": ""0.40"", ""Engine starting"": ""0.40"", ""Light engine (high frequency)"": ""0.39"", ""Vehicle"": ""0.38"", ""Rattle"": ""0.37"", ""Clatter"": ""0.31""}",{},The general class of sounds caused by a periodic mechanical oscillation.
,Sound reproduction,,,,,,True,,,,,A class for sounds that reveal the particular equipment used to capture or reproduce the sound.
,,Television,,,,Телевидение,False,"384,88,32,19,10,3,4,1,2,0,0,0,0,0,0,0,0,0,0",,{},{},A sound that appears to have been produced by a television set.
,,Radio,,,,Радио,False,"310,88,31,24,11,4,4,8,3,1,1,0,0,0,0,0,0,0,0",,"{""Telephone"": ""0.44""}",{},A sound that appears to have been produced by a radio receiver.
,,Recording,,,,,True,,,,,"A sound that appears to come from a recording of a sound, rather than the original sound itself."
,,,Field recording,,,Полевая запись,False,"318,112,53,40,17,11,6,4,2,0,0,0,1,0,0,0,0,0,0",,"{""Vehicle"": ""0.53"", ""Fixed-wing aircraft, airplane"": ""0.50"", ""Car"": ""0.49"", ""Motor vehicle (road)"": ""0.46"", ""Aircraft"": ""0.45"", ""Bus"": ""0.42"", ""Traffic noise, roadway noise"": ""0.40"", ""Car passing by"": ""0.39"", ""Outside, urban or manmade"": ""0.39"", ""Rumble"": ""0.36"", ""Flap"": ""0.30""}",{},"A sound that appears to have been recorded in some specific environment, usually with the intention of capturing and representing that environment."
Natural sounds,,,,,,,True,,,,,"Sounds produced by natural sources in their normal soundscape, excluding animal and human sounds."
,Wind,,,,,Ветер,False,"542,212,116,53,41,27,14,13,7,4,1,0,0,0,0,0,0,0,0",,"{""Sailboat, sailing ship"": ""0.75"", ""Ocean"": ""0.64"", ""Boat, Water vehicle"": ""0.63"", ""Waves, surf"": ""0.60"", ""Ship"": ""0.59"", ""Gurgling"": ""0.43"", ""Flap"": ""0.42"", ""Motorboat, speedboat"": ""0.35"", ""Outside, rural or natural"": ""0.34"", ""Outside, urban or manmade"": ""0.33"", ""Bicycle"": ""0.30""}",{},"Sounds caused by the large-scale flow of gases, especially the air flowing over the surface of the Earth. Long-duration winds have various names associated with their average strength, such as breeze, gale, storm, and hurricane."
,,Rustling leaves,,,,Шелест листьев,False,"318,62,28,7,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0",,"{""Outside, rural or natural"": ""0.53"", ""Wind noise (microphone)"": ""0.47"", ""Rustle"": ""0.38"", ""Flap"": ""0.35""}",{},The sound of dried leaves rubbing against one another in respondse to being moved by the wind or another cause.
